Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
7/14/16,3679,3947,0,14611,757,2005,927575,1228,5295,1058,0,643,43%,4.3,0:05:42,0,0,0,0%,9352,6237,4212,3246,782,629,265,156,8758,0.72s,51%,3.7,0:03:55
7/15/16,3368,3645,0,11516,695,1927,833034,1104,4543,938,0,695,48%,4.1,0:05:28,0,0,0,0%,8759,5584,1828,1486,706,549,223,148,8217,0.74s,53%,3.2,0:03:49
7/16/16,2564,2716,0,6529,111,1619,405791,657,1631,572,0,32,55%,2.5,0:02:54,0,0,0,0%,4685,3498,1354,1080,392,343,98,65,4346,0.93s,60%,2.4,0:02:29
7/17/16,2689,2832,0,6563,105,1704,417840,644,1612,574,0,34,53%,2.5,0:02:29,0,0,0,0%,4386,3371,1645,1296,406,354,126,75,4113,0.84s,60%,2.3,0:02:28
7/18/16,4066,4375,0,13278,764,2253,882814,1312,5533,1120,0,764,44%,4.2,0:05:13,0,0,0,0%,10158,6728,2001,1609,856,688,263,178,9470,0.7s,51%,3,0:03:22
7/19/16,4267,4561,0,14629,1056,2443,955173,1338,5640,1154,0,741,45%,4.2,0:05:29,0,0,0,0%,9770,6535,3840,3300,781,643,238,165,9137,0.7s,54%,3.2,0:03:29
7/20/16,4527,4826,0,15086,822,2606,1029932,1282,5189,1106,0,822,46%,4,0:05:14,0,0,0,0%,9927,6560,4059,3582,815,652,285,179,9330,0.69s,54%,3.1,0:03:33
7/21/16,3707,4043,0,13420,832,2028,941416,1304,5507,1093,0,832,43%,4.2,0:05:05,0,0,0,0%,10186,6584,2155,1637,848,684,231,155,9531,0.68s,50%,3.3,0:03:53
7/22/16,3367,3654,0,10728,694,1924,754613,1166,4418,998,0,694,47%,3.8,0:04:48,0,0,0,0%,8253,5556,1584,1228,705,569,186,133,7676,0.73s,53%,2.9,0:03:27
7/23/16,2420,2586,0,6473,45,1522,374923,660,1943,578,0,45,52%,2.9,0:03:38,0,0,0,0%,4799,3501,1147,948,420,365,107,70,4417,0.88s,59%,2.5,0:02:25
7/24/16,2483,2641,0,6549,64,1501,409595,678,1703,589,0,32,54%,2.5,0:02:49,0,0,0,0%,4700,3466,1348,1056,420,360,81,61,4371,0.88s,57%,2.5,0:02:35
7/25/16,4144,4470,0,13644,750,2267,919183,1408,5228,1198,0,750,44%,3.7,0:04:44,0,0,0,0%,10498,7101,1929,1513,926,733,291,191,9874,0.68s,51%,3.1,0:03:26
7/26/16,3877,4190,0,12766,691,2166,845599,1326,5341,1113,0,691,43%,4,0:05:08,0,0,0,0%,9775,6554,1915,1578,827,664,249,170,9182,0.68s,52%,3,0:03:22
7/27/16,3759,4097,0,13055,654,2078,886300,1352,5415,1136,0,654,44%,4,0:04:58,0,0,0,0%,9950,6706,1983,1540,863,693,259,181,9327,0.7s,51%,3.2,0:03:36
7/28/16,3601,3919,0,12085,656,1989,843363,1287,5156,1086,0,656,45%,4,0:05:11,0,0,0,0%,9274,6226,1840,1518,729,594,242,164,8607,0.71s,51%,3.1,0:03:35
7/29/16,3412,3685,0,10987,566,1952,721221,1141,4235,955,0,566,48%,3.7,0:04:38,0,0,0,0%,8424,5621,1631,1301,715,558,217,138,7893,0.72s,53%,3,0:03:16
7/30/16,2455,2627,0,6908,96,1499,473695,694,1977,602,0,55,54%,2.8,0:03:10,0,0,0,0%,5069,3626,1282,1046,459,375,98,70,4717,0.91s,57%,2.6,0:03:00
7/31/16,2341,2474,0,6455,104,1440,386469,611,1666,540,0,52,55%,2.7,0:02:53,0,0,0,0%,4523,3283,1416,1186,425,348,91,65,4294,0.8s,58%,2.6,0:02:36
8/1/16,3943,4291,0,13307,796,2180,871579,1396,5603,1197,0,796,45%,4,0:04:51,0,0,0,0%,9868,6679,1825,1434,1376,997,238,171,9292,0.68s,51%,3.1,0:03:23
8/2/16,3760,4093,0,13506,936,2039,886325,1372,5899,1167,0,936,40%,4.3,0:04:35,0,0,0,0%,9914,6549,1985,1605,1384,1002,223,161,9375,0.71s,50%,3.3,0:03:37
8/3/16,3558,3858,0,12548,759,1980,827453,1243,4449,1049,0,759,44%,3.6,0:03:53,0,0,0,0%,8720,5801,2361,2003,1262,928,205,157,8254,0.74s,51%,3.3,0:03:34
8/4/16,3777,4075,0,13414,1046,2013,853262,1321,5882,1125,0,1046,42%,4.5,0:04:43,0,0,0,0%,9721,6303,2149,1758,1277,924,267,179,9166,0.68s,49%,3.3,0:03:29
8/5/16,3449,3753,0,12348,783,1930,807265,1240,5283,1044,0,783,47%,4.3,0:04:41,0,0,0,0%,8916,5821,2033,1686,1201,855,198,140,8381,0.67s,51%,3.3,0:03:35
8/6/16,2380,2540,0,6563,79,1500,435081,647,1709,563,0,55,55%,2.6,0:03:28,0,0,0,0%,4550,3393,1393,1137,544,447,76,59,4239,1.03s,59%,2.6,0:02:51
8/7/16,2489,2655,0,7100,90,1498,505591,666,1936,584,0,82,51%,2.9,0:03:19,0,0,0,0%,4743,3536,1712,1443,556,454,89,71,4403,0.96s,56%,2.7,0:03:10
8/8/16,3615,3923,0,13020,830,1919,871107,1321,5628,1137,0,830,42%,4.3,0:04:49,0,0,0,0%,9491,6308,1887,1507,1362,985,280,185,8903,0.68s,49%,3.3,0:03:42
8/9/16,3630,3923,0,12314,833,1899,872565,1272,5595,1091,0,833,39%,4.4,0:05:29,0,0,0,0%,8854,5864,1870,1511,1372,957,218,167,8369,0.67s,48%,3.1,0:03:42
8/10/16,3826,4129,0,13666,826,1959,938371,1367,5723,1171,0,826,39%,4.2,0:04:45,0,0,0,0%,10028,6551,1821,1452,1562,1117,255,163,9448,0.71s,47%,3.3,0:03:47
8/11/16,3612,3891,0,12933,842,1866,811044,1293,5581,1116,0,842,42%,4.3,0:04:43,0,0,0,0%,9603,6168,1703,1320,1368,984,259,165,9067,0.68s,48%,3.3,0:03:28
8/12/16,3576,3850,0,11651,687,2007,712480,1245,4293,1075,0,494,47%,3.4,0:03:42,0,0,0,0%,8611,5805,1642,1271,1234,896,164,115,8101,0.73s,52%,3,0:03:05
8/13/16,2393,2571,0,6298,45,1472,418045,718,1789,631,0,32,55%,2.5,0:03:03,0,0,0,0%,4659,3441,1033,805,519,421,87,53,4333,0.92s,57%,2.4,0:02:43
8/14/16,2489,2651,0,6675,53,1524,423411,684,1833,589,0,41,54%,2.7,0:02:38,0,0,0,0%,4689,3446,1323,1051,538,452,125,86,4344,0.95s,57%,2.5,0:02:40
8/15/16,3899,4233,0,13704,857,2067,943731,1462,6290,1227,0,857,42%,4.3,0:05:01,0,0,0,0%,10024,6609,1926,1518,1516,1112,238,162,9415,0.67s,49%,3.2,0:03:43
8/16/16,3809,4097,0,12839,888,1993,875944,1373,5559,1203,0,888,43%,4,0:05:02,0,0,0,0%,9410,6200,1653,1352,1531,1074,245,177,8944,0.7s,49%,3.1,0:03:34
8/17/16,3991,4325,0,13555,804,2126,871363,1436,6019,1194,0,804,41%,4.2,0:04:44,0,0,0,0%,9622,6438,2113,1732,1553,1109,267,173,9075,0.74s,49%,3.1,0:03:21
8/18/16,3846,4178,0,14749,1236,2040,998202,1450,6648,1232,0,1236,42%,4.6,0:05:19,0,0,0,0%,10849,6794,1952,1518,1655,1119,293,192,10111,0.69s,49%,3.5,0:03:59
8/19/16,3550,3860,0,13003,882,1955,823897,1270,5022,1074,0,882,46%,4,0:04:35,0,0,0,0%,9681,6449,1677,1328,1357,951,288,181,9106,0.69s,51%,3.4,0:03:33
8/20/16,2463,2642,0,6549,51,1505,428931,747,1962,646,0,36,53%,2.6,0:02:57,0,0,0,0%,4815,3519,1047,812,547,472,140,68,4502,0.93s,57%,2.5,0:02:42
8/21/16,2277,2425,0,6284,54,1312,370752,683,1915,597,0,34,47%,2.8,0:02:57,0,0,0,0%,4552,3330,1027,828,631,526,74,51,4308,0.82s,54%,2.6,0:02:33
8/22/16,3825,4149,0,13692,1005,1994,908249,1402,5739,1208,0,1005,39%,4.1,0:04:29,0,0,0,0%,9993,6558,1799,1404,1627,1135,273,160,9455,0.66s,48%,3.3,0:03:39
8/23/16,3727,4013,0,13762,942,1878,918900,1357,6469,1182,0,942,37%,4.8,0:05:29,0,0,0,0%,10153,6538,1657,1321,1704,1178,248,166,9634,0.67s,47%,3.4,0:03:49
8/24/16,3644,3930,0,12823,705,1893,872650,1312,5429,1130,0,705,42%,4.1,0:05:24,0,0,0,0%,9627,6341,1504,1222,1480,1074,212,166,8986,0.65s,48%,3.3,0:03:42
8/25/16,3617,3932,0,12770,739,1913,781516,1360,5310,1155,0,739,44%,3.9,0:04:18,0,0,0,0%,9750,6371,1353,1146,1369,979,298,198,9200,0.67s,49%,3.2,0:03:19
8/26/16,3299,3577,0,11747,822,1764,754822,1198,5428,1019,0,822,44%,4.5,0:04:55,0,0,0,0%,8750,5754,1474,1154,1256,890,267,163,8237,0.68s,49%,3.3,0:03:31
8/27/16,2163,2304,0,5592,53,1309,331476,619,1553,545,0,32,55%,2.5,0:03:10,0,0,0,0%,4208,3110,850,706,458,393,76,55,3934,0.94s,57%,2.4,0:02:24
8/28/16,2262,2422,0,7338,977,1349,370229,652,1738,575,0,24,52%,2.7,0:02:47,0,0,0,0%,5718,3879,995,767,558,471,67,53,5422,0.73s,56%,3,0:02:33
8/29/16,4067,4433,0,15788,932,2131,1048191,1472,6860,1236,0,932,40%,4.7,0:05:46,0,0,0,0%,11835,7854,2091,1599,1582,1133,280,200,11209,0.68s,48%,3.6,0:03:56
8/30/16,3929,4273,0,13738,905,2074,857383,1433,5860,1215,0,905,40%,4.1,0:04:25,0,0,0,0%,10369,6817,1605,1281,1502,1044,262,167,9838,0.64s,49%,3.2,0:03:21
8/31/16,3825,4194,0,13548,855,2020,953579,1464,5496,1221,0,855,40%,3.8,0:04:53,0,0,0,0%,10186,6802,1590,1268,1517,1067,255,171,9664,0.67s,48%,3.2,0:03:47
9/1/16,4041,4422,0,15103,1453,2175,888539,1494,7152,1238,0,1453,42%,4.8,0:04:43,0,0,0,0%,11806,7215,1736,1435,1355,941,206,142,11078,0.67s,49%,3.4,0:03:21
9/2/16,3396,3669,0,9492,162,2065,536491,1066,3020,899,0,162,51%,2.8,0:03:24,0,0,0,0%,7571,5451,1021,851,768,613,132,88,7147,0.75s,56%,2.6,0:02:26
9/3/16,2580,2768,0,6977,53,1567,438203,736,1908,650,0,53,54%,2.6,0:02:48,0,0,0,0%,5321,3896,1021,789,548,429,87,63,4966,0.85s,57%,2.5,0:02:38
9/4/16,2898,3099,0,7205,40,1830,386429,743,2051,644,0,37,50%,2.8,0:02:56,0,0,0,0%,5529,4113,1039,880,531,455,106,76,5208,0.88s,59%,2.3,0:02:05
9/5/16,3455,3708,0,9125,49,2179,539773,982,2687,833,0,40,51%,2.7,0:03:03,0,0,0,0%,6941,5046,1312,1043,781,647,91,67,6530,0.82s,59%,2.5,0:02:26
9/6/16,4847,5281,0,17283,978,2646,1136631,1710,6871,1433,0,978,40%,4,0:04:20,0,0,0,0%,13156,8725,2083,1785,1730,1233,314,214,12473,0.64s,50%,3.3,0:03:35
9/7/16,4610,5010,0,15457,793,2532,1077856,1622,6580,1373,0,793,42%,4.1,0:05:13,0,0,0,0%,11774,7989,1934,1549,1514,1113,235,173,11167,0.68s,51%,3.1,0:03:35
9/8/16,4391,4728,0,14321,710,2484,900865,1492,5981,1273,0,710,43%,4,0:04:52,0,0,0,0%,10901,7371,1714,1421,1443,1062,263,173,10306,0.65s,53%,3,0:03:11
9/9/16,4199,4486,0,12815,658,2511,800919,1290,5216,1120,0,658,46%,4,0:04:43,0,0,0,0%,9681,6701,1633,1295,1250,935,251,152,9217,0.69s,56%,2.9,0:02:59
9/10/16,2593,2750,0,6731,58,1585,369391,688,1881,604,0,58,52%,2.7,0:02:51,0,0,0,0%,5130,3708,905,758,612,477,84,58,4827,0.84s,58%,2.4,0:02:14
9/11/16,2550,2716,0,6606,56,1575,436036,695,2024,610,0,55,52%,2.9,0:03:16,0,0,0,0%,4908,3700,1031,806,550,465,117,82,4636,0.87s,58%,2.4,0:02:41
9/12/16,4521,4899,0,14815,1003,2547,954372,1468,5654,1231,0,1003,41%,3.9,0:04:02,0,0,0,0%,10979,7453,1909,1578,1633,1186,294,201,10376,0.66s,52%,3,0:03:15
9/13/16,4202,4492,0,13721,793,2343,915871,1370,5328,1194,0,793,41%,3.9,0:04:53,0,0,0,0%,10449,7062,1583,1325,1405,1024,284,193,9956,0.67s,52%,3.1,0:03:24
9/14/16,4428,4749,0,13882,948,2613,921848,1420,6008,1209,0,948,43%,4.2,0:05:04,0,0,0,0%,10408,6899,1780,1464,1446,1042,248,171,9896,0.64s,55%,2.9,0:03:14
9/15/16,4411,4724,0,14693,925,2512,900164,1344,6201,1153,0,925,41%,4.6,0:05:03,0,0,0,0%,11044,7253,1908,1507,1526,1077,215,152,10367,0.64s,53%,3.1,0:03:11
9/16/16,3943,4256,0,12201,765,2355,764633,1270,5248,1084,0,765,47%,4.1,0:04:58,0,0,0,0%,9330,6345,1378,1160,1259,922,234,165,8825,0.67s,55%,2.9,0:03:00
9/17/16,2642,2798,0,6434,30,1668,413841,689,1713,619,0,27,53%,2.5,0:02:47,0,0,0,0%,4755,3627,1027,815,527,437,125,70,4524,0.83s,60%,2.3,0:02:28
9/18/16,2658,2815,0,6596,56,1656,341425,719,1953,632,0,32,53%,2.7,0:02:36,0,0,0,0%,5103,3863,804,699,567,494,122,79,4766,0.84s,59%,2.3,0:02:01
9/19/16,4479,4800,0,15088,894,2427,1002801,1433,5913,1247,0,894,37%,4.1,0:04:55,0,0,0,0%,11298,7702,1772,1451,1705,1213,313,204,10657,0.62s,51%,3.1,0:03:29
9/20/16,4414,4729,0,14888,875,2378,943984,1453,6216,1246,0,875,42%,4.3,0:04:57,0,0,0,0%,11070,7533,1771,1523,1718,1247,329,229,10500,0.61s,50%,3.1,0:03:20
9/21/16,4193,4480,0,13646,895,2353,778755,1319,5934,1149,0,895,41%,4.5,0:04:57,0,0,0,0%,10459,7023,1365,1177,1470,1076,352,225,9885,0.65s,53%,3,0:02:54
9/22/16,4111,4373,0,13914,810,2231,814006,1261,5929,1104,0,810,41%,4.7,0:05:08,0,0,0,0%,10702,7095,1365,1166,1537,1128,310,202,10080,0.67s,51%,3.2,0:03:06
9/23/16,3847,4146,0,12664,719,2122,783733,1284,5421,1109,0,719,41%,4.2,0:04:44,0,0,0,0%,9670,6502,1310,1088,1425,989,259,167,9163,0.64s,51%,3.1,0:03:09
9/24/16,2800,2996,0,6759,88,1826,396103,797,2007,690,0,48,56%,2.5,0:03:24,0,0,0,0%,5092,3833,1009,909,561,495,97,60,4785,0.92s,61%,2.3,0:02:12
9/25/16,2664,2831,0,6878,147,1658,377539,738,1869,650,0,44,54%,2.5,0:02:42,0,0,0,0%,5320,3920,941,777,522,460,95,71,4987,0.82s,59%,2.4,0:02:13
9/26/16,4654,5040,0,15211,897,2648,953227,1576,6653,1339,0,897,42%,4.2,0:04:49,0,0,0,0%,11438,7802,1760,1467,1764,1194,249,191,10796,0.67s,53%,3,0:03:09
9/27/16,4438,4796,0,14435,1038,2492,958279,1474,6209,1250,0,1038,40%,4.2,0:05:21,0,0,0,0%,10969,7395,1608,1323,1587,1119,271,177,10336,0.66s,52%,3,0:03:20
9/28/16,4429,4802,0,14570,777,2510,939603,1521,5155,1294,0,777,44%,3.4,0:03:58,0,0,0,0%,11112,7480,1557,1298,1641,1174,260,168,10572,0.67s,52%,3,0:03:16
9/29/16,4564,4903,0,15025,924,2635,962051,1505,6487,1310,0,924,43%,4.3,0:04:58,0,0,0,0%,11456,7554,1722,1447,1582,1143,265,180,10820,0.7s,54%,3.1,0:03:16
9/30/16,4062,4315,0,12290,812,2382,714410,1295,4742,1142,0,812,46%,3.7,0:03:51,0,0,0,0%,9428,6588,1357,1151,1277,949,228,156,8943,0.74s,55%,2.8,0:02:46
10/1/16,2937,3113,0,6519,51,1969,343677,784,1793,696,0,24,58%,2.3,0:02:25,0,0,0,0%,5080,3941,788,682,562,478,89,63,4798,0.88s,63%,2.1,0:01:50
10/2/16,3691,3961,0,8767,101,2491,430139,1092,2615,976,0,101,61%,2.4,0:02:08,0,0,0,0%,6785,5191,1065,716,813,681,104,78,6308,0.87s,63%,2.2,0:01:49
10/3/16,4523,4872,0,15437,901,2522,905257,1528,6199,1294,0,901,43%,4.1,0:04:46,0,0,0,0%,11358,7722,2118,1453,1676,1174,285,195,10656,0.68s,52%,3.2,0:03:06
10/4/16,4632,5070,0,14525,859,2620,864821,1635,6305,1345,0,859,46%,3.9,0:04:25,0,0,0,0%,11423,7913,1347,1153,1475,1045,280,180,10852,0.7s,52%,2.9,0:02:51
10/5/16,5445,5985,0,17485,1028,2893,1042113,1804,6714,1497,0,1028,45%,3.7,0:04:10,0,0,0,0%,13849,9629,1630,1412,1766,1246,240,162,13135,0.67s,48%,2.9,0:02:54
10/6/16,6007,6595,0,17925,451,3006,1078388,1748,4686,1418,0,305,45%,2.7,0:03:26,0,0,0,0%,14613,10938,1927,1619,1209,965,176,111,13768,0.66s,46%,2.7,0:02:44
10/7/16,6230,6697,0,17151,132,3405,910471,1488,3884,1244,0,132,51%,2.6,0:03:17,0,0,0,0%,14787,11322,1244,1085,950,827,170,116,13810,0.7s,51%,2.6,0:02:16
10/8/16,6623,7579,0,22096,130,3204,1208464,2177,6501,1652,0,126,42%,3,0:03:34,0,0,0,0%,19858,14523,911,787,1251,1128,76,56,18428,0.78s,42%,2.9,0:02:39
10/9/16,5071,5749,0,16588,99,2542,899404,1888,5551,1496,0,37,44%,2.9,0:02:53,0,0,0,0%,14906,11032,536,470,1050,901,96,67,13915,0.76s,44%,2.9,0:02:36
10/10/16,5128,5621,0,17089,75,2539,920023,1729,5436,1452,0,49,44%,3.1,0:03:09,0,0,0,0%,14895,11115,958,866,1059,881,177,111,14017,0.79s,45%,3,0:02:44
10/11/16,5055,5555,0,18013,648,2562,1058742,1800,6522,1504,0,648,44%,3.6,0:03:54,0,0,0,0%,15477,10982,1038,885,1261,987,237,161,14462,0.69s,46%,3.2,0:03:11
10/12/16,4565,5026,0,15384,730,2477,947003,1766,6404,1480,0,730,47%,3.6,0:04:14,0,0,0,0%,12582,8888,1189,973,1353,980,260,171,11878,0.71s,49%,3.1,0:03:08
10/13/16,4144,4529,0,15088,1028,2208,956657,1652,7235,1392,0,1028,44%,4.4,0:04:45,0,0,0,0%,12117,7897,1277,1074,1455,1006,239,171,11484,0.68s,49%,3.3,0:03:31
10/14/16,3643,3971,0,12439,751,1983,741051,1334,5574,1139,0,751,46%,4.2,0:04:37,0,0,0,0%,9446,6566,1516,1309,1260,916,217,149,8979,0.7s,50%,3.1,0:03:07
10/15/16,2803,2964,0,8356,1154,1735,366735,797,2101,717,0,56,52%,2.6,0:03:01,0,0,0,0%,5659,4293,1968,1843,587,484,142,87,5307,0.77s,59%,2.8,0:02:04
10/16/16,3132,3312,0,7681,49,2036,409606,839,2132,745,0,49,52%,2.5,0:02:44,0,0,0,0%,6144,4703,850,722,583,504,104,75,5781,0.76s,61%,2.3,0:02:04
10/17/16,4709,5053,0,17788,1017,2562,973462,1609,7067,1415,0,826,40%,4.4,0:05:01,0,0,0,0%,12633,8617,3214,2988,1635,1168,306,200,11933,0.64s,51%,3.5,0:03:13
10/18/16,4502,4818,0,15148,963,2574,883721,1424,6477,1241,0,963,41%,4.5,0:04:52,0,0,0,0%,11860,8033,1480,1205,1511,1085,297,189,11185,0.66s,53%,3.1,0:03:03
10/19/16,4210,4514,0,14668,1110,2363,904321,1376,6202,1191,0,1110,43%,4.5,0:04:43,0,0,0,0%,11375,7512,1409,1197,1595,1135,289,150,10789,0.64s,52%,3.2,0:03:20
10/20/16,4297,4587,0,14022,782,2405,884025,1394,6113,1221,0,782,41%,4.4,0:05:07,0,0,0,0%,10910,7418,1354,1107,1474,1110,284,176,10380,0.61s,52%,3.1,0:03:13
10/21/16,3931,4194,0,12276,778,2346,738178,1275,5313,1117,0,778,46%,4.2,0:04:48,0,0,0,0%,9619,6619,1227,1061,1244,900,186,136,9134,0.65s,56%,2.9,0:02:56
10/22/16,2591,2727,0,6166,32,1634,351448,681,1678,603,0,32,55%,2.5,0:02:45,0,0,0,0%,4845,3666,725,608,495,419,101,72,4590,0.87s,60%,2.3,0:02:09
10/23/16,2629,2771,0,6410,62,1638,338653,704,1802,631,0,34,50%,2.6,0:02:27,0,0,0,0%,5064,3858,756,628,537,462,53,41,4792,0.85s,59%,2.3,0:02:02
10/24/16,5171,5497,0,16266,864,2732,985043,1592,5919,1385,0,864,43%,3.7,0:04:05,0,0,0,0%,12350,8600,1499,1267,2103,1635,314,207,11742,0.67s,50%,3,0:02:59
10/25/16,4889,5232,0,15754,978,2591,1000163,1517,6324,1312,0,978,39%,4.2,0:05:00,0,0,0,0%,11988,8130,1477,1225,2003,1476,286,174,11262,0.65s,50%,3,0:03:11
10/26/16,4906,5258,0,15186,962,2886,886061,1514,6237,1291,0,962,43%,4.1,0:04:27,0,0,0,0%,11595,7794,1642,1410,1683,1206,266,190,11055,0.66s,55%,2.9,0:02:49
10/27/16,4566,4891,0,14944,1055,2657,913298,1448,6296,1235,0,1055,43%,4.3,0:04:43,0,0,0,0%,11376,7628,1620,1365,1629,1136,319,217,10752,0.62s,54%,3.1,0:03:07
10/28/16,3879,4144,0,11846,796,2339,756796,1202,4884,1045,0,796,47%,4.1,0:04:41,0,0,0,0%,9073,6181,1234,1039,1320,926,219,146,8607,0.7s,56%,2.9,0:03:03
10/29/16,2456,2622,0,6050,42,1573,299924,705,1853,615,0,35,53%,2.6,0:02:41,0,0,0,0%,4686,3503,716,622,531,442,117,70,4447,0.8s,60%,2.3,0:01:54
10/30/16,2786,2949,0,7068,63,1745,396098,752,1997,667,0,63,52%,2.7,0:02:56,0,0,0,0%,5440,4075,903,758,636,530,89,66,5149,0.77s,59%,2.4,0:02:14
10/31/16,4346,4693,0,14428,969,2457,866005,1460,6626,1242,0,969,40%,4.5,0:04:56,0,0,0,0%,11026,7459,1407,1199,1686,1195,309,203,10528,0.76s,52%,3.1,0:03:05
11/1/16,4480,4842,0,17212,898,2495,929692,1535,6548,1310,0,898,40%,4.3,0:05:09,0,0,0,0%,11573,7762,3599,3345,1730,1230,310,194,11021,0.64s,52%,3.6,0:03:12
11/2/16,4555,4919,0,13918,930,2727,828993,1460,5709,1240,0,930,44%,3.9,0:04:31,0,0,0,0%,10786,7485,1371,1203,1521,1104,240,165,10256,0.64s,55%,2.8,0:02:49
11/3/16,4239,4548,0,13868,887,2420,861279,1375,5532,1188,0,887,41%,4,0:04:27,0,0,0,0%,10349,7022,1576,1314,1617,1118,326,206,9851,0.67s,53%,3,0:03:09
11/4/16,3912,4179,0,11680,712,2346,750463,1243,5000,1075,0,712,46%,4,0:05:21,0,0,0,0%,8842,6132,1475,1285,1156,844,207,151,8434,0.68s,56%,2.8,0:03:00
11/5/16,2827,2988,0,6610,67,1917,393531,679,1841,611,0,67,54%,2.7,0:03:35,0,0,0,0%,5097,3874,933,850,503,423,77,59,4860,0.84s,64%,2.2,0:02:12
11/6/16,2808,2969,0,6823,60,1771,378740,706,1905,613,0,32,47%,2.7,0:03:10,0,0,0,0%,5346,4063,822,709,559,468,96,71,5114,0.75s,60%,2.3,0:02:08
11/7/16,4619,4914,0,13670,713,2731,869144,1428,5644,1259,0,713,42%,4,0:04:37,0,0,0,0%,10291,7176,1679,1435,1478,1060,222,157,9812,0.71s,56%,2.8,0:02:57
11/8/16,3666,3906,0,11942,882,2090,816346,1244,4036,1080,0,254,42%,3.2,0:03:42,0,0,0,0%,8972,6108,1315,1106,1361,943,294,203,8535,0.71s,54%,3.1,0:03:29
11/9/16,3502,3760,0,11539,818,1945,766081,1224,5332,1058,0,818,40%,4.4,0:05:37,0,0,0,0%,8749,5817,1234,1085,1380,952,176,132,8409,0.65s,52%,3.1,0:03:24
11/10/16,5012,5318,0,14497,1235,3169,865852,1356,5945,1177,0,1235,43%,4.4,0:04:43,0,0,0,0%,11372,7744,1390,1122,1486,993,249,179,10782,0.63s,60%,2.7,0:02:43
11/11/16,4038,4313,0,10175,53,2642,581931,1119,3095,962,0,53,52%,2.8,0:03:14,0,0,0,0%,8092,6191,1085,958,824,676,174,118,7686,0.71s,61%,2.4,0:02:15
11/12/16,2757,2909,0,6483,98,1852,332359,689,1890,610,0,98,54%,2.7,0:03:11,0,0,0,0%,5164,3883,737,649,474,408,108,70,4939,0.86s,64%,2.2,0:01:54
11/13/16,2969,3116,0,6711,41,2001,360139,684,1784,610,0,41,52%,2.6,0:02:54,0,0,0,0%,5430,4230,641,557,562,476,78,64,5152,0.81s,64%,2.2,0:01:56
11/14/16,5105,5480,0,14898,961,3189,898738,1496,6311,1266,0,961,44%,4.2,0:04:29,0,0,0,0%,11615,8068,1410,1217,1538,1103,335,210,11169,0.81s,58%,2.7,0:02:44
11/15/16,5168,5472,0,14979,866,3151,961484,1422,5890,1238,0,866,42%,4.1,0:04:57,0,0,0,0%,11661,8190,1402,1233,1600,1167,316,222,11226,0.64s,58%,2.7,0:02:56
11/16/16,4500,4766,0,13070,662,2777,790358,1245,5382,1089,0,662,41%,4.3,0:05:06,0,0,0,0%,10319,7285,1155,1000,1325,980,271,184,9894,0.64s,58%,2.7,0:02:46
11/17/16,4583,4880,0,13610,879,2894,836091,1293,5570,1099,0,879,43%,4.3,0:05:05,0,0,0,0%,10525,7304,1310,1128,1481,970,294,186,10000,0.67s,59%,2.8,0:02:51
11/18/16,3801,4061,0,11036,760,2366,684894,1161,4656,1008,0,760,47%,4,0:04:35,0,0,0,0%,8624,6102,1092,969,1181,844,171,112,8209,0.64s,58%,2.7,0:02:49
11/19/16,2724,2889,0,6329,37,1813,315368,658,1647,587,0,30,53%,2.5,0:02:48,0,0,0,0%,5057,3873,645,558,545,447,82,60,4846,0.88s,63%,2.2,0:01:49
11/20/16,2532,2707,0,6673,53,1593,305295,700,1750,604,0,27,55%,2.5,0:02:38,0,0,0,0%,5294,3886,762,680,530,457,87,52,4998,0.82s,59%,2.5,0:01:53
11/21/16,3706,4019,0,12771,891,1994,799764,1317,5536,1113,0,891,41%,4.2,0:04:59,0,0,0,0%,9659,6400,1578,1323,1290,957,244,160,9166,0.66s,50%,3.2,0:03:19
11/22/16,3605,3879,0,12605,907,2102,751587,1171,5048,995,0,907,44%,4.3,0:05:10,0,0,0,0%,8876,5928,2271,2042,1255,925,203,145,8424,0.71s,54%,3.2,0:03:14
11/23/16,3192,3390,0,9384,551,1979,557310,936,3131,820,0,440,47%,3.3,0:04:03,0,0,0,0%,7493,5139,918,774,825,623,148,108,7084,0.65s,58%,2.8,0:02:44
11/24/16,1805,1930,0,4174,32,1227,200303,499,1106,425,0,22,60%,2.2,0:01:56,0,0,0,0%,3350,2519,440,387,306,256,78,49,3178,0.81s,64%,2.2,0:01:44
11/25/16,2871,3110,0,7425,66,1851,385936,849,2255,724,0,66,53%,2.7,0:02:40,0,0,0,0%,5916,4368,819,725,576,480,114,76,5541,0.84s,60%,2.4,0:02:04
11/26/16,2597,2767,0,5974,36,1743,324077,682,1616,591,0,36,55%,2.4,0:02:38,0,0,0,0%,4763,3635,659,554,479,388,73,56,4507,0.78s,63%,2.2,0:01:57
